Title,Director,Cast,Country,Genre,Year,Hyperref
Resident Evil: Damnation,Makoto Kamiya,"Matthew Mercer,Dave Wittenberg,Wendee Lee,Courtenay Taylor",Japan,science_fiction,2012,Resident_Evil:_Damnation
Resident Evil: Retribution,Paul W. S. Anderson,"Milla Jovovich,Sienna Guillory,Michelle Rodriguez",FranceUnited States,science_fiction,2012,Resident_Evil:_Retribution
Robot & Frank,Jake Schreier,"Frank Langella,James Marsden,Peter Sarsgaard,Susan Sarandon",United States,science_fiction,2012,Robot_%26_Frank
Seeking a Friend for the End of the World,Lorene Scafaria,"Steve Carell,Keira Knightley",United States,science_fiction,2012,Seeking_a_Friend_for_the_End_of_the_World
Strange Frame,GB Hajim,"Claudia Black(voice),Tim Curry(voice)",United States,science_fiction,2012,Strange_Frame
Starship Troopers: Invasion,Shinji Aramaki,"Luci Christian,David Matranga, Justin Doran,David Wald",JapanUnited States,science_fiction,2012,Starship_Troopers:_Invasion
Storage 24,Johannes Roberts,"Noel Clarke,Antonia Campbell-Hughes,Laura Haddock,Colin O'Donoghue",United Kingdom,science_fiction,2012,Storage_24
Superman vs. The Elite,Michael Chang,"George Newbern,Pauley Perrette,Robin Atkin Downes",United States,science_fiction,2012,Superman_vs._The_Elite
Total Recall,Len Wiseman,"Colin Farrell,Kate Beckinsale,Jessica Biel,Bryan Cranston",United States,science_fiction,2012,Total_Recall_(2012_film)
Thermae Romae,Hideki Takeuchi,"Hiroshi Abe,Aya Ueto",Japan,science_fiction,2012,Thermae_Romae#Film
Upside Down,Juan Diego Solanas,"Jim Sturgess,Kirsten Dunst",CanadaFrance,science_fiction,2012,Upside_Down_(2012_film)
V/H/S,"Adam Wingard,David Bruckner,Ti West","Calvin Reader, Lane Hughes,Kentucker Audley",United States,science_fiction,2012,V/H/S
The Watch,Akiva Schaffer,"Ben Stiller,Vince Vaughn,Jonah Hill",United States,science_fiction,2012,The_Watch_(2012_film)
After Earth,M. Night Shyamalan,"Will Smith,Jaden Smith",United States,science_fiction,2013,After_Earth
The A.R.K. Report,Shmuel Hoffman,"Katy Castaldi,Pascal Yen-Pfister,Ayden Crispe",IsraelUnited States,science_fiction,2013,The_A.R.K._Report
Army of Frankensteins,Ryan Bellgardt,"Jordan Farris, Christian Bellgardt, Rett Terrell",United States,science_fiction,2013,Army_of_Frankensteins
"Batman: The Dark Knight Returns, Part 2",Jay Oliva,"Peter Weller,Ariel Winter,David Selby",United States,science_fiction,2013,Batman:_The_Dark_Knight_Returns
The Brides of Sodom,Creep Creepersin,"Domiziano Arcangell, David Taylor, Rachel Zeskind",United States,science_fiction,2013,The_Brides_of_Sodom
The Colony,Jeff Renfroe,"Laurence Fishburne,Bill Paxton,Kevin Zegers",Canada,science_fiction,2013,The_Colony_(2013_film)
The Congress,Ari Folman,"Robin Wright(voice),Harvey Keitel(voice),Jon Hamm(voice),Paul Giamatti(voice)",IsraelGermanyPolandLuxembourgBelgium,science_fiction,2013,The_Congress_(2013_film)
The Cosmonaut,Nicolás Alcalá,"Katrine De Candole,Leon Ockenden,David Barrass",Spain,science_fiction,2013,The_Cosmonaut
Dark Skies,Scott Stewart,"Keri Russell,Josh Hamilton",United States,science_fiction,2013,Dark_Skies_(2013_film)
Despicable Me 2,"Pierre Coffin,Chris Renaud","Steve Carell(voice),Kristen Wiig(voice),Benjamin Bratt(voice),Miranda Cosgrove(voice),Dana Gaier(voice),Elsie Fisher(voice),Steve Coogan(voice)",United States,science_fiction,2013,Despicable_Me_2
Elysium,Neill Blomkamp,"Matt Damon,Jodie Foster,Wagner Moura,Alice Braga,Sharlto Copley",United States,science_fiction,2013,Elysium_(film)
Escape from Planet Earth,Cal Brunker,"Brendan Fraser(voice),Jessica Alba(voice),Rob Corddry(voice),Sarah Jessica Parker(voice)",United States,science_fiction,2013,Escape_from_Planet_Earth
Europa Report,Sebastián Cordero,"Sharlto Copley,Michael Nyqvist,Daniel Wu",United States,science_fiction,2013,Europa_Report
Ender's Game,Gavin Hood,"Asa Butterfield,Abigail Breslin,Harrison Ford",United States,science_fiction,2013,Ender%27s_Game_(film)
Frankenstein's Army,Richard Raaphorst,"Karel Roden,Joshua Sasse,Robert Gwilym",Netherlands,science_fiction,2013,Frankenstein%27s_Army
The Frankenstein Theory,Andrew Weiner,"Joe Egender,Haydyn Foster, Brian Henderson,Luke Geissbuhler",United States,science_fiction,2013,The_Frankenstein_Theory
Frequencies(a.k.a OXV: The Manual),Darren Paul Fisher,"Daniel Fraser,Eleanor Wyld,Owen Pugh",United Kingdom,science_fiction,2013,Frequencies_(film)
G.I. Joe: Retaliation,Jon M. Chu,"Dwayne Johnson,Channing Tatum,Bruce Willis",United States,science_fiction,2013,G.I._Joe:_Retaliation
Gatchaman,Tōya Satō,"Tori Matsuzaka,Gō Ayano,Ayame Goriki",Japan,science_fiction,2013,Gatchaman_(film)
Gravity,Alfonso Cuarón,"Sandra Bullock,George Clooney",United KingdomUnited States,science_fiction,2013,Gravity_(2013_film)
Hard to Be a God,Aleksey German,"Leonid Yarmolnik,Dmitriy Vladimirov,Laura Lauri,Aleksandr Ilin",Russia,science_fiction,2013,Hard_to_Be_a_God_(2013_film)
This Is the End,"Seth Rogen,Evan Goldberg","Seth Rogen,Jay Baruchel,James Franco,Jonah Hill,Danny McBride,Craig Robinson",United States,science_fiction,2013,This_Is_the_End
Her,Spike Jonze,"Joaquin Phoenix,Scarlett Johansson",United States,science_fiction,2013,Her_(film)
The Hunger Games: Catching Fire,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",United States,science_fiction,2013,The_Hunger_Games:_Catching_Fire
The Host,Andrew Niccol,"Saoirse Ronan,Diane Kruger,William Hurt",United States,science_fiction,2013,The_Host_(2013_film)
Iron Man 3,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Ben Kingsley",United States,science_fiction,2013,Iron_Man_3
Justice League: The Flashpoint Paradox,Jay Oliva,"Justin Chambers,C. Thomas Howell,Michael B. Jordan",United States,science_fiction,2013,Justice_League:_The_Flashpoint_Paradox
Krrish 3,Rakesh Roshan,"Hrithik Roshan,Vivek Oberoi,Priyanka",India,science_fiction,2013,Krrish_3
The Last Days(a.k.a Los últimos días),"David Pastor,Àlex Pastor","Quim Gutiérrez,José Coronado,Marta Etura",SpainFrance,science_fiction,2013,Los_%C3%9Altimos_D%C3%ADas
The Last Days on Mars,Ruairí Robinson,"Liev Schreiber,Romola Garai,Elias Koteas",IrelandUnited Kingdom,science_fiction,2013,The_Last_Days_on_Mars
The Machine,Caradog W. James,"Caity Lotz,Toby Stephens",United Kingdom,science_fiction,2013,The_Machine_(2013_film)
Man of Steel,Zack Snyder,"Henry Cavill,Amy Adams,Michael Shannon",United StatesUnited Kingdom,science_fiction,2013,Man_of_Steel_(film)
Oblivion,Joseph Kosinski,"Tom Cruise,Andrea Riseborough,Olga Kurylenko,Morgan Freeman",United States,science_fiction,2013,Oblivion_(2013_film)
Pacific Rim,Guillermo del Toro,"Idris Elba,Charlie Day,Charlie Hunnam",United States,science_fiction,2013,Pacific_Rim_(film)
The Purge,James DeMonaco,"Lena Headey,Ethan Hawke",United States,science_fiction,2013,The_Purge
Riddick,David Twohy,"Vin Diesel,Katee Sackhoff,Karl Urban",United States,science_fiction,2013,Riddick_(film)
Snowpiercer,Bong Joon-ho,"Chris Evans,Song Kang-ho,Jamie Bell,Tilda Swinton,John Hurt,Ed Harris",South KoreaUnited StatesFrance,science_fiction,2013,Snowpiercer
Harlock: Space Pirate,Shinji Aramaki,"Miime (voice),Kei Yuki, Tori-san (voice), Yattaran (voice)",Japan,science_fiction,2013,Harlock:_Space_Pirate
Star Trek Into Darkness,J. J. Abrams,"Chris Pine,Benedict Cumberbatch,Zachary Quinto,Zoe Saldana",United States,science_fiction,2013,Star_Trek_Into_Darkness
Superman Unbound,James Tuker,"Matt Bomer,Stana Katic,John Noble",United States,science_fiction,2013,Superman_Unbound
Thor: The Dark World,Alan Taylor,"Chris Hemsworth,Natalie Portman,Tom Hiddleston",United States,science_fiction,2013,Thor:_The_Dark_World
Upstream Color,Shane Carruth,"Amy Seimetz,Shane Carruth",United States,science_fiction,2013,Upstream_Color
The Wolverine,James Mangold,"Hugh Jackman,Rila Fukushima",United KingdomUnited States,science_fiction,2013,The_Wolverine_(film)
World War Z,Marc Forster,"Brad Pitt,Mireille Enos,James Badge Dale",United KingdomUnited States,science_fiction,2013,World_War_Z_(film)
The World's End,Edgar Wright,"Simon Pegg,Nick Frost,Martin Freeman",United Kingdom,science_fiction,2013,The_World%27s_End_(film)
The Zero Theorem,Terry Gilliam,"Christoph Waltz,Mélanie Thierry",United KingdomRomaniaFrance,science_fiction,2013,The_Zero_Theorem
The Amazing Spider-Man 2,Marc Webb,"Andrew Garfield,Emma Stone,Jamie Foxx",United States,science_fiction,2014,The_Amazing_Spider-Man_2
Android Cop,Mark Atkins,"Michael Jai White,Charles S. Dutton,Randy Wayne",United States,science_fiction,2014,Android_Cop
The Anomaly,Noel Clarke,"Noel Clarke,Ian Somerhalder,Brian Cox",United Kingdom,science_fiction,2014,The_Anomaly
Armor Hero Atlas,Zheng Guowei,"Xu Feng, Cao Xiyue, Kenny Zeng",China,science_fiction,2014,Armor_Hero_Atlas
Autómata,Gabe Ibáñez,"Antonio Banderas,Melanie Griffith,Dylan McDermott",SpainUnited States,science_fiction,2014,Aut%C3%B3mata_(film)
Beyond,Joseph Baker and Tom Large,"Richard J. Danum, Gillian MacGregor, Paul Brannigan",United Kingdom,science_fiction,2014,Beyond_(2014_film)
Big Hero 6,Don Hall,"Ryan Potter(voice),Scott Adsit(voice),Jamie Chung(voice),Damon Wayans Jr.(voice),Genesis Rodriguez(voice),T. J. Miller(voice)",United States,science_fiction,2014,Big_Hero_6_(film)
Bodacious Space Pirates: Abyss of Hyperspace,Tatsuo Satō,"Mikako Komatsu,Asami Shimoda,Kana Hanazawa,Haruka Tomatsu",Japan,science_fiction,2014,Bodacious_Space_Pirates:_Abyss_of_Hyperspace
Bugs(a.k.a Shi ren chong),Yan Jia,"Xia Zitong,Zhang Zilin,Eric Wang",China,science_fiction,2014,Bugs_(2014_film)
Calculator(a.k.a Vychislitel),Dmitriy Grachev,"Evgeniy Mironov,Vinnie Jones",Russia,science_fiction,2014,/w/index.php?title=Vychislitel&action=edit&redlink=1
Captain America: The Winter Soldier,Russo brothers,"Chris Evans,Scarlett Johansson,Anthony Mackie,Emily VanCamp",United States,science_fiction,2014,Captain_America:_The_Winter_Soldier
Coherence,James Ward Byrkit,"Emily Baldoni,Maury Sterling,Nicholas Brendon",United States,science_fiction,2014,Coherence_(film)
Christmas Icetastrophe,Jonathan Winfrey,"Victor Webster,Jennifer Spence,Richard Harmon",United States,science_fiction,2014,Christmas_Icetastrophe
Dawn of the Planet of the Apes,Matt Reeves,"Jason Clarke,Kodi Smit-McPhee,Andy Serkis",United States,science_fiction,2014,Dawn_of_the_Planet_of_the_Apes
The Device,Jeremy Berg,"Kate Alden,Angela DiMarco,Lorraine Montez",United States,science_fiction,2014,The_Device
Divergent,Neil Burger,"Shailene Woodley,Theo James,Ansel Elgort",United States,science_fiction,2014,Divergent_(film)
Earth to Echo,Dave Green,"Teo Halm, Brian ""Astro"" Bradley,Reese C. Hartwig,Ella Wahlestedt",United States,science_fiction,2014,Earth_to_Echo
Edge of Tomorrow,Doug Liman,"Tom Cruise,Emily Blunt,Bill Paxton",AustraliaUnited States,science_fiction,2014,Edge_of_Tomorrow_(film)
Ejecta,"Chad Archibald,Matt Wiele","Lisa Houle,Julian Richings,Adam Seybold",Canada,science_fiction,2014,Ejecta_(film)
Expelled from Paradise,Seiji Mizushima,"Rie Kugimiya(voice),Shin-ichiro Miki(voice),Hiroshi Kamiya(voice)",Japan,science_fiction,2014,Expelled_from_Paradise
The Giver,Phillip Noyce,"Brenton Thwaites,Jeff Bridges,Meryl Streep,Taylor Swift",United States,science_fiction,2014,The_Giver_(film)
Godzilla,Gareth Edwards,"Aaron Johnson,Elizabeth Olsen,Bryan Cranston",JapanUnited States,science_fiction,2014,Godzilla_(2014_film)
Guardians of the Galaxy,James Gunn,"Chris Pratt,Dave Bautista,Zoe Saldana",United States,science_fiction,2014,Guardians_of_the_Galaxy_(film)
The Hunger Games: Mockingjay – Part 1,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",United States,science_fiction,2014,The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1
Interstellar,Christopher Nolan,"Matthew McConaughey,Anne Hathaway,Topher Grace,Michael Caine",United KingdomUnited States,science_fiction,2014,Interstellar_(film)
Justice League: War,Jay Oliva,"Alan Tudyk,Shemar Moore,Steve Blum",United States,science_fiction,2014,Justice_League:_War
Lucy,Luc Besson,"Scarlett Johansson,Morgan Freeman",France,science_fiction,2014,Lucy_(2014_film)
The Maze Runner,Wes Ball,"Dylan O'Brien,Will Poulter,Thomas Sangster,Aml Ameen",United States,science_fiction,2014,The_Maze_Runner_(film)
Monsters: Dark Continent,Tom Green,"Johnny Harris,Sam Keeley,Joe Dempsie",United Kingdom,science_fiction,2014,Monsters:_Dark_Continent
Outpost 37(a.k.a Alien Outpost),Jabbar Raisani,"Kenneth Fok,Stevel Marc,Joe Reegan",South AfricaUnited Kingdom,science_fiction,2014,Outpost_37
Mr. Peabody & Sherman,Rob Minkoff,"Ty Burrell,Max Charles",United States,science_fiction,2014,Mr._Peabody_%26_Sherman
Parasyte: Part 1(a.k.a Kiseijuu),Takashi Yamazaki,Shota Sometani,Japan,science_fiction,2014,Parasyte:_Part_1
Predestination,"Peter Spierig,Michael Spierig",Ethan Hawke,Australia,science_fiction,2014,Predestination_(film)
The Purge: Anarchy,James DeMonaco,"Frank Grillo,Carmen Ejogo",United States,science_fiction,2014,The_Purge:_Anarchy
The Quiet Hour,Stéphanie Joalland,"Karl Davies,Brigitte Millar,Dakota Blue Richards",IrelandUnited Kingdom,science_fiction,2014,The_Quiet_Hour
RoboCop,José Padilha,"Joel Kinnaman,Gary Oldman,Michael Keaton,Samuel L. Jackson",United States,science_fiction,2014,RoboCop_(2014_film)
The Signal,William Eubank,"Brenton Thwaites,Olivia Cooke,Laurence Fishburne,Sarah Clarke",United States,science_fiction,2014,The_Signal_(2014_film)
Son of Batman,Ethan Spaulding,"Jason O'Mara,Thomas Gibson,Stuart Allan",United States,science_fiction,2014,Son_of_Batman
Space Station 76,Jack Plotnick,"Patrick Wilson,Liv Tyler,Matt Bomer",United States,science_fiction,2014,Space_Station_76
Teenage Mutant Ninja Turtles,Jonathan Liebesman,"Megan Fox,Will Arnett,William Fichtner,Whoopi Goldberg",United States,science_fiction,2014,Teenage_Mutant_Ninja_Turtles_(2014_film)
Time Lapse,Bradley D. King,"Danielle Panabaker,Matt O'Leary,George Finn",United States,science_fiction,2014,Time_Lapse_(film)
Transcendence,Wally Pfister,"Johnny Depp,Paul Bettany,Rebecca Hall",United States,science_fiction,2014,Transcendence_(2014_film)
Transformers: Age of Extinction,Michael Bay,"Mark Wahlberg,Jack Reynor,Nicola Peltz",United States,science_fiction,2014,Transformers:_Age_of_Extinction
Star Blazers: Odyssey of the Celestial Ark(a.k.a Uchu Senkan Yamato 2199: Hoshi-Meguru Hakobune),"Yutaka Izubushi,Makoto Bessho","Daisuke Ono,Eriko Nakamura,Aya Hisakawa,Masato Kokubun,Yuuya Chikaki,Junichi Suwabe,Ryuzaburo Otomo,Saki Fujita",Japan,science_fiction,2014,Space_Battleship_Yamato_2199:_Odyssey_of_the_Celestial_Ark
Star Blazers 2199: A Voyage to Remember(a.k.a Uchu Senkan Yamato 2199: Tsuioku no Kokai),Yutaka Izubuchi,"Kikuko Inoue,Houko Kuwashima,Daisuke Ono,Takayuki Sugô,Kenichi Suzumura,Kôichi Yamadera,Hôchû Ôtsuka",Japan,science_fiction,2014,/w/index.php?title=Star_Blazers_2199:_A_Voyage_to_Remember&action=edit&redlink=1
Spring,Aaron Scott Moorhead,"Vanessa Bednar,Nadia Hilker,Lou Taylor Pucci",United States,science_fiction,2014,Spring_(2014_film)
Under the Skin,Jonathan Glazer,"Scarlett Johansson,Kryštof Hádek,Robert J. Goodwin",United Kingdom,science_fiction,2014,Under_the_Skin_(2013_film)
X-Men: Days of Future Past,Bryan Singer,"Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence",United States,science_fiction,2014,X-Men:_Days_of_Future_Past
Young Ones,Jake Paltrow,"Nicholas Hoult,Elle Fanning,Michael Shannon",United States,science_fiction,2014,Young_Ones_(film)
Advantageous,Jennifer Phang,"Jacqueline Kim,James Urbaniak,Freya Adams,Ken Jeong, Samantha King",United States,science_fiction,2015,Advantageous
Aliens: Zone-X,Thomas R. Dickens,"David J. Burke,Chris Harper",United States,science_fiction,2015,/w/index.php?title=Aliens:_Zone-X&action=edit&redlink=1
Ant-Man,Peyton Reed,"Paul Rudd,Michael Douglas,Evangeline Lilly",United States,science_fiction,2015,Ant-Man_(film)
Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr.,Chris Evans,Scarlett Johansson",United States,science_fiction,2015,Avengers:_Age_of_Ultron
Chappie,Neill Blomkamp,"Sharlto Copley,Watkin Tudor Jones,Yolandi Visser",United States,science_fiction,2015,Chappie_(film)
Circle,Aaron Hann,"Michael Nardelli,Carter Jenkins, Lawrence Kao,Allegra Masters",United States,science_fiction,2015,Circle_(2015_film)
The Divergent Series: Insurgent,Robert Schwentke,"Shailene Woodley,Theo James,Ansel Elgort",United States,science_fiction,2015,The_Divergent_Series:_Insurgent
The End of the World and the Cat's Disappearance,Michihiro Takeuchi,"Izukoneko, Jun Aonami, Daisuke Nishijima",Japan,science_fiction,2015,The_End_of_the_World_and_the_Cat%27s_Disappearance
Equals,Drake Doremus,"Nicholas Hoult,Vernetta Lopez,Scott Lawrence",United States,science_fiction,2015,Equals_(film)
Ex Machina,Alex Garland,"Domhnall Gleeson,Alicia Vikander,Oscar Isaac",United Kingdom,science_fiction,2015,Ex_Machina_(film)
Fantastic Four,Josh Trank,"Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell",United States,science_fiction,2015,Fantastic_Four_(2015_film)
Ghost in the Shell: The New Movie,"Kazuchika Kise,Kazuya Nomura","Maaya Sakamoto,Ikkyuu Juku,Kenichirou Matsuda,Tarusuke Shingaki,Shunsuke Sakuya,Takurou Nakakuni",Japan,science_fiction,2015,Ghost_in_the_Shell:_The_New_Movie
Hardcore Henry,Ilya Naishuller,"Sharlto Copley,Tim Roth,Haley Bennett",RussiaUnited States,science_fiction,2015,Hardcore_Henry
The Hunger Games: Mockingjay – Part 2,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",United States,science_fiction,2015,The_Hunger_Games:_Mockingjay_%E2%80%93_Part_2
Infini,Shane Abbess,"Daniel MacPherson,Grace Huang,Luke Hemsworth",Australia,science_fiction,2015,Infini_(film)
Jupiter Ascending,The Wachowskis,"Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne",United States,science_fiction,2015,Jupiter_Ascending
Jurassic World,Colin Trevorrow,"Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Nick Robinson",United States,science_fiction,2015,Jurassic_World
Kung Fury,David Sandberg,"David Sandberg,Jorma Taccone, Leopold Nilsson",Sweden,science_fiction,2015,Kung_Fury
Mad Max: Fury Road,George Miller,"Tom Hardy,Charlize Theron,Nicholas Hoult",AustraliaUnited States,science_fiction,2015,Mad_Max:_Fury_Road
The Martian,Ridley Scott,"Matt Damon,Jessica Chastain,Jeff Daniels",United States,science_fiction,2015,The_Martian_(film)
Maze Runner: The Scorch Trials,Wes Ball,"Dylan O'Brien,Thomas Brodie-Sangster,Giancarlo Esposito",United States,science_fiction,2015,Maze_Runner:_The_Scorch_Trials
MindGamers,Andrew Goth,"Tom Payne,Dominique Tipper,Sam Neill,Melia Kreiling,Antonia Campbell-Hughes,Turlough Convery,Oliver Stark,Ryan Doyle,Simon Paisley Day,Pedja Bjelac,Ursula Strauss",Austria,science_fiction,2015,MindGamers
Monsters: Dark Continent,Tom Green,"Joe Dempsie,Johnny Harris,Sofia Boutella",United Kingdom,science_fiction,2015,Monsters:_Dark_Continent
On Line,Li Changxin,"Liu Mengmeng, Li Ning, Kang Enhe",China,science_fiction,2015,On_Line_(2015_film)
Parasyte: Part 2(a.k.a Kiseijuu: Kanketsuhen),Takashi Yamazaki,"Tadanobu AsanoJun Kunimura
Shôta Sometani
Kazuki Kitamura",Japan,science_fiction,2015,Parasyte:_Part_2
Pixels,Chris Columbus,"Adam Sandler,Kevin James,Michelle Monaghan,Peter Dinklage",United States,science_fiction,2015,Pixels_(2015_film)
Project Almanac,Dean Israelite,"Jonny Weston,Sofia Black-D'Elia,Amy Landecker",United States,science_fiction,2015,Project_Almanac
Psycho-Pass: The Movie a.k.a Gekijouban Psycho-Pass,Naoyoshi Shiotani,"Kana Hanazawa,Tomokazu Seki,Hiroshi Kamiya,Ayane Sakura,Kenji Nojima,Shizuka Itō",Japan,science_fiction,2015,Psycho-Pass:_The_Movie
Self/less,Tarsem Singh,"Ryan Reynolds,Ben Kingsley",United States,science_fiction,2015,Self/less
Star Wars: The Force Awakens,J. J. Abrams,"Adam Driver,Daisy Ridley,John Boyega,Oscar Isaac",United States,science_fiction,2015,Star_Wars:_The_Force_Awakens
Terminator Genisys,Alan Taylor,"Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney",United States,science_fiction,2015,Terminator_Genisys
Tomorrowland,Brad Bird,"Britt Robertson,George Clooney",United States,science_fiction,2015,Tomorrowland_(film)
Turbo Kid,"François Simard,Anouk Whissell,Yoann-Karl Whissell","Munro Chambers,Laurence Leboeuf, Edwin Wright,Aaron Jeffery,Michael Ironside",New ZealandCanada,science_fiction,2015,Turbo_Kid
Vice,Brian A. Miller,"Bruce Willis,Thomas Jane,Ambyr Childers",United States,science_fiction,2015,Vice_(2015_film)
The 5th Wave,J Blakeson,"Chloë Grace Moretz,Nick Robinson,Alex Roe,Liev Schreiber",United States,science_fiction,2016,The_5th_Wave_(film)
10 Cloverfield Lane,Dan Trachtenberg,"Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Bradley Cooper",United States,science_fiction,2016,10_Cloverfield_Lane
24,Vikram Kumar,"Suriya,Samantha Ruth Prabhu,Nithya Menen",India,science_fiction,2016,24_(2016_film)
Approaching the Unknown,Mark Elijah Rosenberg,"Mark Strong,Luke Wilson,Sanaa Lathan",United States,science_fiction,2016,Approaching_the_Unknown
Arrival,Denis Villeneuve,"Amy Adams,Jeremy Renner,Forest Whitaker",United States,science_fiction,2016,Arrival_(film)
ARQ,Tony Elliott,"Robbie Amell,Rachael Taylor,Shaun Benson, Gray Powell,Adam Butcher",United StatesCanada,science_fiction,2016,ARQ_(film)
Assassin's Creed,Justin Kurzel,"Michael Fassbender,Marion Cotillard,Jeremy Irons,Brendan Gleeson,Charlotte Rampling,Michael K. Williams",United States,science_fiction,2016,Assassin%27s_Creed_(film)
Batman v Superman: Dawn of Justice,Zack Snyder,"Henry Cavill,Ben Affleck,Amy Adams,Laurence Fishburne,Gal Gadot",United States,science_fiction,2016,Batman_v_Superman:_Dawn_of_Justice
Captain America: Civil War,Russo brothers,"Chris Evans,Robert Downey Jr.,Scarlett Johansson",United States,science_fiction,2016,Captain_America:_Civil_War
Cell,Tod Williams,"John Cusack,Stacy Keach,Samuel L. Jackson",United States,science_fiction,2016,Cell_(film)
Colossal,Nacho Vigalondo,"Anne Hathaway,Dan Stevens,Jason Sudeikis,Austin Stowell,Tim Blake Nelson",CanadaSpain,science_fiction,2016,Colossal_(film)
Deadpool,Tim Miller,"Ryan Reynolds,Morena Baccarin,Ed Skrein,T. J. Miller,Gina Carano,Brianna Hildebrand,",United States,science_fiction,2016,Deadpool_(film)
The Divergent Series: Allegiant,Robert Schwentke,"Shailene Woodley,Theo James",United States,science_fiction,2016,The_Divergent_Series:_Allegiant
Doctor Strange,Scott Derrickson,"Benedict Cumberbatch,Chiwetel Ejiofor,Tilda Swinton",United States,science_fiction,2016,Doctor_Strange_(2016_film)
Gantz: O,Keiichi Sato,"Daisuke Ono,Mao Ichimichi,Tomohiro Kaku,Saori Hayami,Shūichi Ikeda,Masane Tsukayama,Yūki Kaji,",Japan,science_fiction,2016,Gantz:_O
Ghostbusters (2016 film),Paul Feig,"Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,Charles Dance,Michael K. Williams,Chris Hemsworth",United States,science_fiction,2016,Ghostbusters_(2016_film)
The Girl with All the Gifts,Colm McCarthy,"Gemma Arterton,Paddy Considine,Glenn Close",United Kingdom,science_fiction,2016,The_Girl_with_All_the_Gifts_(film)
Independence Day: Resurgence,Roland Emmerich,"Liam Hemsworth,Jessie Usher,Jeff Goldblum",United States,science_fiction,2016,Independence_Day:_Resurgence
Kill Command,Steven Gomez,"Thure Lindhardt,Vanessa Kirby",United Kingdom,science_fiction,2016,Kill_Command
Max Steel,Stewart Hendler,"Ben Winchell,Ana Villafañe,Andy García",United States,science_fiction,2016,Max_Steel_(film)
Midnight Special,Jeff Nichols,"Michael Shannon,Joel Edgerton,Kirsten Dunst",United States,science_fiction,2016,Midnight_Special_(film)
Morgan,Luke Scott,"Kate Mara,Anya Taylor-Joy,Paul Giamatti",United States,science_fiction,2016,Morgan_(2016_film)
The Purge: Election Year,James DeMonaco,"Frank Grillo,Elizabeth Mitchell,Mykelti Williamson",United States,science_fiction,2016,The_Purge:_Election_Year
Passengers,Morten Tyldum,"Jennifer Lawrence,Chris Pratt,Michael Sheen",United States,science_fiction,2016,Passengers_(2016_film)
Ratchet & Clank,Kevin Munroe,"James Arnold Taylor,David Kaye,Paul Giamatti,John Goodman",United States,science_fiction,2016,Ratchet_%26_Clank_(film)
Resident Evil: The Final Chapter,Paul W. S. Anderson,"Milla Jovovich,Iain Glen,Ali Larter,Shawn Roberts",Germany Canada,science_fiction,2016,Resident_Evil:_The_Final_Chapter
Rogue One,Gareth Edwards,"Felicity Jones,Diego Luna,Riz Ahmed",United States,science_fiction,2016,Rogue_One
Rupture,Steven Shainberg,"Noomi Rapace,Peter Stormare,Kerry Bishé",United StatesCanada,science_fiction,2016,Rupture_(2016_film)
Shin Godzilla,"Hideaki Anno,Shinji Higuchi","Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara",Japan,science_fiction,2016,Shin_Godzilla
Spectral,Nic Mathieu,"James Badge Dale,Max Martini,Emily Mortimer,Bruce Greenwood",United States,science_fiction,2016,Spectral
Star Trek Beyond,Justin Lin,"Chris Pine,Idris Elba,Zachary Quinto,Zoe Saldana",United States,science_fiction,2016,Star_Trek_Beyond
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,"Megan Fox,Stephen Amell,Will Arnett,Tyler Perry,Laura Linney",United States,science_fiction,2016,Teenage_Mutant_Ninja_Turtles:_Out_of_the_Shadows_(film)
Terra Formars,Takashi Miike,"Hideaki Itō,Emi Takei,Tomohisa Yamashita,Takayuki Yamada,Shun Oguri",Japan,science_fiction,2016,Terra_Formars_(film)
X-Men: Apocalypse,Bryan Singer,"James McAvoy,Michael Fassbender,Jennifer Lawrence,Oscar Isaac",United States,science_fiction,2016,X-Men:_Apocalypse
24 Hours to Live,Brain Smrz,"Ethan Hawke,Xu Qing,Paul Anderson",South AfricaUnited States,science_fiction,2017,24_Hours_to_Live
Alien: Covenant,Ridley Scott,"Michael Fassbender,Katherine Waterston",United KingdomUnited States,science_fiction,2017,Alien:_Covenant
Attraction,Fyodor Bondarchuk,,Russia,science_fiction,2017,Attraction_(2017_film)
